Type	File	Stars	L1	S1	L2	S2	L3	S3	L4	S4	L5	S5
regular	276424_7_RPMQWVJTTZF18	5	regular	five	regular	five	regular	five	regular	five	ironic	two
regular	6_13_R14EPTC010DVQ	5	regular	four	regular	five	ironic	five	regular	five	regular	five
ironic	45_5_R1V1Q34RG8BFYO	1	sarcastic	one	both	one	sarcastic	one	sarcastic	one	sarcastic	two
regular	12_11_R2Y9CP5D19BO8Y	5	regular	five	regular	five	regular	four	regular	five	regular	five
regular	276426_2_R1628B69PB4608	5	regular	five	regular	five	regular	four	regular	four	regular	five
ironic	6_19_R1B4TXROUXHX8J	1	sarcastic	one	sarcastic	one	regular	one	sarcastic	three	sarcastic	three
ironic	10_7_R1IXYQNNHR3Z0K	3	ironic	two	sarcastic	four	sarcastic	two	ironic	three	both	three
regular	26_8_R16DQN6R1KF3J1	5	regular	four	regular	five	regular	five	regular	three	regular	five
regular	30_7_RAVVLBNGB88KL	5	regular	five	regular	three	regular	five	regular	five	regular	five
regular	23_7_R2SEOK484HC2FV	4	regular	five	regular	four	regular	four	sarcastic	three	regular	five
regular	21_11_R1N2NBRAW5FLKK	5	sarcastic	three	regular	five	regular	five	regular	five	regular	four
ironic	16_2_R2JJF8EKQUYFVR	2	sarcastic	two	sarcastic	one	regular	three	sarcastic	one	sarcastic	two
regular	49_3_R1XKH5SNVVWKMO	5	ironic	three	regular	five	regular	five	ironic	five	regular	five
regular	1_2_ROE90TXOVCJD7	5	regular	five	regular	five	regular	five	regular	five	regular	five
ironic	24_13_R3JUQA0325OK1L	1	both	three	sarcastic	two	sarcastic	three	both	two	both	three
regular	13_18_RZE5WDWSNQ65L	1	regular	one	sarcastic	two	regular	one	sarcastic	one	regular	one
ironic	30_12_R6HGUV6A4SMBK	1	sarcastic	one	sarcastic	one	both	one	both	two		
regular	32_13_R2XSS10GFLEWMX	5	regular	five	regular	five	regular	five	regular	four	regular	five
regular	5_12_RZ7IN3THB3UP0	5	regular	five	regular	five	regular	five	regular	three	regular	five
ironic	43_7_R2DK1R3WC73V3Q	5	both	four	both	three	regular	five	regular	five	sarcastic	five
ironic	22_7_R3NKM8Y3RBNVF4	1	ironic	one	ironic	two	both	one	ironic	one	both	one
ironic	33_2_R3094B4G8A9SMQ	5	ironic	four	ironic	five	regular	four	both	five	both	one
regular	45_9_R11I860DBGQ0AQ	5	sarcastic	three	regular	five	regular	five	regular	five	regular	five
regular	35_19_R2XNMQ9QZQG5DM	5	regular	five	regular	five	regular	five	regular	three	regular	five
regular	4_11_R3VWSEWKBKV2NU	5	regular	five	regular	five	regular	five	regular	three	ironic	five
regular	9_13_R2NXCQ7R4BE0HD	5	regular	five	regular	five	regular	five	regular	five	regular	five
regular	20_19_R1YQXNSROLGJI3	1	regular	one	regular	one	regular	one	regular	one	regular	one
regular	29_18_R231EZFYZBNOG5	5	regular	five	regular	five	ironic	five	regular	five	ironic	one
ironic	27_13_R2B25RC7IKGUIT	1	regular	one	regular	one	sarcastic	one	both	one	sarcastic	one
regular	23_10_R4SERUS6ZQH44	5	regular	five	regular	four	regular	three	both	three	regular	four
ironic	36_2_R2JAGXZZREW2JJ	5	sarcastic	three	both	two	both	three	both	two	sarcastic	two
regular	20_7_R1S6NN4ICALM8C	5	regular	five	regular	five	regular	four	regular	five	regular	four
ironic	6_5_RPQ2WIQYVO263	1	sarcastic	one	regular	three	sarcastic	one	sarcastic	two	both	one
ironic	17_16_R2PAF0GF1PT0RH	3	regular	two	ironic	two	sarcastic	two	sarcastic	three	regular	two
regular	39_12_R1NUI5XI7XLBP7	5	regular	four	regular	four	ironic	five	regular	five	regular	four
regular	3_15_R10V9A3DZ3Z8EV	5	regular	five	regular	five	regular	five	regular	five	regular	five
ironic	12_7_R1P37H5L0NVOAN	2	sarcastic	one	sarcastic	one	both	three	both	one	sarcastic	two
ironic	51_18_RUZD2ZGU1U4O	1	regular	one	regular	one	sarcastic	two	both	one	sarcastic	one
regular	44_17_R3KF70JH6WEXJZ	5	regular	five	sarcastic	two	regular	four	both	two	regular	five
regular	31_18_R1WDG23HDMX81W	4	regular	four	regular	four	regular	four	regular	three	regular	four
regular	11_18_RBYAVLDDGMR3G	1	regular	one	regular	two	sarcastic	one	regular	two	regular	three
ironic	22_15_R3S3PYAPELGTG3	1	ironic	three	ironic	three	sarcastic	one	regular	two	sarcastic	three
ironic	45_11_R2CJG33EAQ926K	5	regular	four	regular	five	sarcastic	five	sarcastic	four	ironic	three
ironic	36_18_R3G4SDHB6O3P7K	1	sarcastic	two	sarcastic	one	sarcastic	three	regular	one	ironic	one
regular	50_1_R4EBLJNCG4RX8	5	regular	five	regular	four	regular	five	regular	five	regular	four
ironic	23_18_RZ9VV4P855NHB	1	regular	one	both	one	sarcastic	one	ironic	two		
ironic	8_8_R1UADG0E4JLKCE	1	regular	one	sarcastic	one	regular	one	sarcastic	two	both	one
regular	41_15_R2OFD3LURIBBAJ	5	regular	five	regular	four	regular	four	regular	five	regular	four
ironic	10_2_R3M2QQALUNT0NK	1	regular	one	ironic	four	sarcastic	four	both	one	both	one
ironic	38_1_R3J1JLZOHMBCXY	4	both	five	both	three	both	one	sarcastic	four	both	two
regular	13_5_R1XI1OO5IWP91U	5	regular	five	ironic	three	regular	five	regular	five	regular	five
regular	37_10_R38QP81Z4HEFAN	5	regular	five	regular	five	regular	five	regular	five	both	one
ironic	39_16_RV8NRTMB2NT6X	1	both	two	sarcastic	one	both	one	both	one	both	four
regular	29_10_R2WI3KARFYWX77	5	sarcastic	three	regular	five	regular	five	regular	five	regular	four
regular	32_14_R3C87GKKCW9CP3	5	regular	five	regular	five	regular	five	ironic	three	regular	five
regular	45_11_R1AMP6JYG8WHOC	1	both	one	regular	one	regular	one	regular	four	regular	two
regular	37_1_R2SDITFF78FHV8	5	regular	four	regular	four	regular	five	regular	five	regular	five
regular	32_5_R2UFHVXTETJUJ1	4	regular	four	both	four	regular	five	regular	four	regular	three
regular	31_2_R164TZ5LGSS2A5	5	ironic	three	regular	four	regular	five	regular	five	regular	five
ironic	49_10_R3GH0IZ332MQ4D	1	regular	one	ironic	three	both	one	ironic	one	regular	three
regular	50_2_R2HXCCRLPPSMH5	5	regular	five	regular	four	ironic	three	regular	five	regular	five
regular	276426_6_R3L94NR8SKVK44	5	regular	five	regular	five	regular	five	regular	five	regular	five
regular	30_5_R2TSZEEPEUJ4T0	5	regular	five	regular	five	regular	four	sarcastic	three	regular	five
ironic	45_9_R141NOWB9MB5HE	5	ironic	four	ironic	four	both	three	regular	four	both	four
ironic	20_7_R3B5G02I1XM5WU	1	both	two	sarcastic	one	both	five	regular	one	sarcastic	one
ironic	7_17_R2DHVN2CI9HV7Y	5	regular	five	regular	five	both	one	both	three	sarcastic	four
regular	4_9_R1LAELKUL9K9QD	5	regular	four	regular	four	regular	five	regular	four	regular	four
regular	22_9_R1GXG5SUEBGX2K	3	regular	four	regular	four	sarcastic	three	regular	three	regular	four
ironic	41_20_R3ONOXKTFEV2JU	1	ironic	one	sarcastic	three	both	one	both	one	both	five
regular	7_16_RDWQC5RXQNQ8P	5	regular	four	regular	three	regular	one	regular	four	regular	four
regular	18_20_RKRY9SXDPZKPW	5	both	five	regular	five	regular	five	regular	five	regular	five
ironic	19_6_R3292S64ZO6UP2	5	regular	three	regular	four	sarcastic	two	both	five	sarcastic	one
regular	8_15_RE73KZZJKCF6I	5	regular	five	regular	five	sarcastic	four	regular	four	regular	five
regular	48_3_R2273NJEQ6LOT3	5	regular	three	regular	four	regular	four	regular	four	ironic	five
ironic	8_4_R2UZGVJMNTO7R0	5	sarcastic	five	regular	five	regular	five	ironic	five	ironic	five
regular	28_6_R1WTJJXMWSZWJD	5	regular	four	regular	five	regular	four	regular	four		
regular	19_10_R1RZ8GC06C7PS1	5	sarcastic	two	regular	five	regular	five	regular	five	regular	five
regular	40_17_R1FQTBWDI9VQOX	5	regular	five	regular	five	both	three	regular	three	regular	five
ironic	1_6_R3GAKPYR63VAW2	1	both	three	regular	two	both	one	regular	three	sarcastic	two
ironic	50_12_R24XCD6S26ID9C	5	ironic	three	sarcastic	five			both	five	both	two
ironic	14_1_R1MEA9N3D7643N	1	both	one	both	one	regular	four			sarcastic	two
ironic	51_20_R3DBA1R6YPXOJH	1	sarcastic	one	regular	one	both	one	both	one	both	one
regular	34_10_R2HAHA2X3YW5NF	5	regular	four	regular	four	regular	five	regular	four	regular	four
regular	17_5_R2WPEQNG9N2HE5	5	regular	four	regular	four	regular	five	regular	five	regular	four
regular	5_13_R1GIX5V2449NEN	5	regular	five	regular	five	regular	four	regular	five	regular	five
regular	51_3_R152RHJ4JNDOI1	5	regular	five	regular	four	ironic	four	both	four	regular	four
regular	13_17_RP2JQT0TRZO0Q	5	regular	five	regular	five	regular	five	regular	four	regular	five
regular	32_2_R372S3MYF9S8WQ	1	regular	one	regular	one	regular	one	regular	one	both	one
ironic	17_8_R35P87G7S1YZYP	1	ironic	two	ironic	one	ironic	one	regular	two	ironic	one
regular	31_1_RYUNM9ZAG1MD6	3	regular	three	regular	three	regular	two	regular	three	regular	four
regular	7_3_R1C0BUECDZYFV4	5	regular	four	regular	four	regular	five	regular	five	regular	five
regular	51_19_RSFG14UNZL4OF	5	regular	four	regular	four	regular	three	regular	four	regular	four
regular	22_3_R20W8PY7F0TXPA	5	regular	three	ironic	three	regular	five	regular	four	regular	four
regular	6_16_R3N8XGCHUFA1BU	5	regular	five	regular	four	regular	four	sarcastic	three	regular	five
regular	276427_8_R88LDP220TU8K	3	regular	four	regular	four	regular	four	regular	three	sarcastic	five
regular	41_2_R18GC0MI18ADKT	5	regular	five	regular	four	regular	four	regular	four	regular	five
regular	25_13_R1UT24CE7UIODC	5	regular	five	regular	five	regular	four	regular	five	regular	four
regular	18_4_R2RBVVY0KHMG5	5	regular	two	regular	three	regular	one	regular	two	both	one
ironic	51_14_R22TEMV2FB5OD	5	ironic	four	both	five	regular	five	regular	five		
regular	46_19_R3J33TJXDX7FXG	5	ironic	four	regular	five	regular	five	regular	five	regular	four
ironic	49_2_R3K5ZH61DYQ5L3	3	regular	two	sarcastic	two			regular	four	both	three
regular	26_14_R1DT67X3UARSKV	5	regular	four	regular	five	regular	four	ironic	five	regular	four
ironic	49_3_R179MIQE2DZP0	5	both	five	both	four	regular	three	ironic	three	sarcastic	three
regular	29_6_R27T6VSWDX2HY1	5	regular	five	regular	five	regular	four	regular	five	regular	five
regular	13_13_R387U1ZP3VQ5AL	5	ironic	three	regular	five	regular	five	regular	five	regular	five
ironic	47_11_R2ILJGKKA40H39	5	both	one	regular	one	sarcastic	four	sarcastic	three	sarcastic	three
regular	24_8_R3A7MVNXDTVYWI	4	regular	four	regular	five	regular	five	regular	four	regular	five
ironic	15_19_RK7WSUOTZJUBT	1	both	one	ironic	one	ironic	one	regular	one	regular	two
regular	9_20_R373IMM2CPYUVQ	5	regular	four	both	four	regular	five	regular	five	regular	five
regular	25_8_R2L41FR3YCL368	2	ironic	one	regular	one	regular	one	regular	one	regular	one
regular	37_4_R3PO4YML0NH96U	4	regular	five	regular	four	regular	five	regular	five	regular	four
regular	48_6_R3T0FQCSQC7VDP	1	regular	three	both	one	regular	one	sarcastic	one	regular	one
regular	25_9_R2VPCGEWIH249C	5	regular	four	regular	four	regular	five	regular	five	regular	three
ironic	31_9_R1GE9UI3OWCA8M	1	regular	two	sarcastic	one	sarcastic	two	regular	four	sarcastic	one
regular	49_11_ROBN6JIDBHGEO	5	ironic	three	regular	five	regular	five	regular	five	regular	five
regular	42_9_R2VXGHCI3VP552	5	regular	five	regular	four	regular	four	sarcastic	three	regular	three
regular	49_12_R3U6JSAIAODQBI	5	regular	five	sarcastic	two	regular	four	regular	five	regular	four
ironic	27_10_R1FQ1JIIVRHOYI	1	regular	three	ironic	two	ironic	one	regular	three	sarcastic	three
ironic	16_1_RIU4P618YCDYU	1	sarcastic	one	regular	one	ironic	one	both	two	sarcastic	two
regular	23_8_RIACNM5CBLGHM	5	regular	four	regular	five	regular	five	regular	four	both	two
regular	10_3_RHM6KF5MZYMUF	5	regular	five	regular	five	regular	four	regular	five	regular	five
regular	41_3_R3CDAIRFNRI0OH	2	ironic	three	regular	two	regular	two	regular	two	regular	two
regular	276423_7_R27Z9V295NCUH7	4	regular	four	sarcastic	three	regular	five	regular	four	regular	four
ironic	37_10_R3KM9NLAEVGBC	3	both	three	sarcastic	two	sarcastic	one	sarcastic	three	ironic	two
ironic	33_19_R3OXTFYR6ENJQF	1	both	one	sarcastic	one	sarcastic	two	regular	one	sarcastic	one
regular	9_18_REJD3B0MR7P6D	4	regular	four	regular	four	regular	five	regular	three	regular	three
ironic	13_14_R3GU5WINHRDTJY	5	ironic	five	sarcastic	one	sarcastic	one	both	three	regular	three
ironic	51_11_RDE863F3T8TOT	1	both	four	both	one	both	two	both	one	regular	one
ironic	33_11_R28WWTBXYCVTR8	1	ironic	one	sarcastic	two	both	one	sarcastic	one	both	one
regular	276424_9_R3OAZ607QXY668	5	regular	three	regular	three	regular	four	regular	three	regular	four
regular	43_19_R17E69WVL9N6Y4	5	regular	four	regular	five	regular	five	regular	five	regular	five
regular	43_16_R2P6Y0EN2TITW8	2	regular	two	regular	two	sarcastic	two	both	four	regular	two
ironic	11_4_R3JUIEGFUTUWMI	3	both	one	both	one	sarcastic	three	both	three	sarcastic	three
regular	28_8_R1XSP0QF52DY0	5	regular	five	regular	five	regular	five	regular	five	regular	five
ironic	43_8_RPYUIUC7N0LS9	1	both	two	sarcastic	two	regular	one	both	two	regular	one
ironic	21_1_RKDNZHGSANSC4	1	regular	three	sarcastic	two	sarcastic	four	sarcastic	one	sarcastic	one
regular	37_7_RN0IOE0583FKQ	4	regular	four	regular	four	regular	four	regular	four	regular	four
regular	37_17_R3SO25BCIH63VI	5	regular	four	regular	four	regular	five	sarcastic	five	regular	five
regular	16_4_RC74OAF2VZZL7	4	regular	five	regular	five	regular	four	regular	five	regular	five
ironic	36_11_R1TSBX8EQJ5OQ3	1	regular	three	both	one	both	one	sarcastic	two	sarcastic	two
regular	1_9_R5NG1J6G573IQ	5	regular	five	regular	five	regular	five	regular	three	sarcastic	three
